"time_id","time_actual","hours_24","hours_12","hour_minutes","day_minutes","minute_seconds","day_time_name","day_night"
75107,07:51:07,"07","07","51",28267,7,AM,Day
75108,07:51:08,"07","07","51",28268,8,AM,Day
75109,07:51:09,"07","07","51",28269,9,AM,Day
75110,07:51:10,"07","07","51",28270,10,AM,Day
75111,07:51:11,"07","07","51",28271,11,AM,Day
75112,07:51:12,"07","07","51",28272,12,AM,Day
75113,07:51:13,"07","07","51",28273,13,AM,Day
75114,07:51:14,"07","07","51",28274,14,AM,Day
75115,07:51:15,"07","07","51",28275,15,AM,Day
75116,07:51:16,"07","07","51",28276,16,AM,Day
75117,07:51:17,"07","07","51",28277,17,AM,Day
75118,07:51:18,"07","07","51",28278,18,AM,Day
75119,07:51:19,"07","07","51",28279,19,AM,Day
75120,07:51:20,"07","07","51",28280,20,AM,Day
75121,07:51:21,"07","07","51",28281,21,AM,Day
75122,07:51:22,"07","07","51",28282,22,AM,Day
75123,07:51:23,"07","07","51",28283,23,AM,Day
75124,07:51:24,"07","07","51",28284,24,AM,Day
75125,07:51:25,"07","07","51",28285,25,AM,Day
75126,07:51:26,"07","07","51",28286,26,AM,Day
75127,07:51:27,"07","07","51",28287,27,AM,Day
75128,07:51:28,"07","07","51",28288,28,AM,Day
75129,07:51:29,"07","07","51",28289,29,AM,Day
75130,07:51:30,"07","07","51",28290,30,AM,Day
75131,07:51:31,"07","07","51",28291,31,AM,Day
75132,07:51:32,"07","07","51",28292,32,AM,Day
75133,07:51:33,"07","07","51",28293,33,AM,Day
75134,07:51:34,"07","07","51",28294,34,AM,Day
75135,07:51:35,"07","07","51",28295,35,AM,Day
75136,07:51:36,"07","07","51",28296,36,AM,Day
75137,07:51:37,"07","07","51",28297,37,AM,Day
75138,07:51:38,"07","07","51",28298,38,AM,Day
75139,07:51:39,"07","07","51",28299,39,AM,Day
75140,07:51:40,"07","07","51",28300,40,AM,Day
75141,07:51:41,"07","07","51",28301,41,AM,Day
75142,07:51:42,"07","07","51",28302,42,AM,Day
75143,07:51:43,"07","07","51",28303,43,AM,Day
75144,07:51:44,"07","07","51",28304,44,AM,Day
75145,07:51:45,"07","07","51",28305,45,AM,Day
75146,07:51:46,"07","07","51",28306,46,AM,Day
75147,07:51:47,"07","07","51",28307,47,AM,Day
75148,07:51:48,"07","07","51",28308,48,AM,Day
75149,07:51:49,"07","07","51",28309,49,AM,Day
75150,07:51:50,"07","07","51",28310,50,AM,Day
75151,07:51:51,"07","07","51",28311,51,AM,Day
75152,07:51:52,"07","07","51",28312,52,AM,Day
75153,07:51:53,"07","07","51",28313,53,AM,Day
75154,07:51:54,"07","07","51",28314,54,AM,Day
75155,07:51:55,"07","07","51",28315,55,AM,Day
75156,07:51:56,"07","07","51",28316,56,AM,Day
75157,07:51:57,"07","07","51",28317,57,AM,Day
75158,07:51:58,"07","07","51",28318,58,AM,Day
75159,07:51:59,"07","07","51",28319,59,AM,Day
75200,07:52:00,"07","07","52",28320,0,AM,Day
75201,07:52:01,"07","07","52",28321,1,AM,Day
75202,07:52:02,"07","07","52",28322,2,AM,Day
75203,07:52:03,"07","07","52",28323,3,AM,Day
75204,07:52:04,"07","07","52",28324,4,AM,Day
75205,07:52:05,"07","07","52",28325,5,AM,Day
75206,07:52:06,"07","07","52",28326,6,AM,Day
75207,07:52:07,"07","07","52",28327,7,AM,Day
75208,07:52:08,"07","07","52",28328,8,AM,Day
75209,07:52:09,"07","07","52",28329,9,AM,Day
75210,07:52:10,"07","07","52",28330,10,AM,Day
75211,07:52:11,"07","07","52",28331,11,AM,Day
75212,07:52:12,"07","07","52",28332,12,AM,Day
75213,07:52:13,"07","07","52",28333,13,AM,Day
75214,07:52:14,"07","07","52",28334,14,AM,Day
75215,07:52:15,"07","07","52",28335,15,AM,Day
75216,07:52:16,"07","07","52",28336,16,AM,Day
75217,07:52:17,"07","07","52",28337,17,AM,Day
75218,07:52:18,"07","07","52",28338,18,AM,Day
75219,07:52:19,"07","07","52",28339,19,AM,Day
75220,07:52:20,"07","07","52",28340,20,AM,Day
75221,07:52:21,"07","07","52",28341,21,AM,Day
75222,07:52:22,"07","07","52",28342,22,AM,Day
75223,07:52:23,"07","07","52",28343,23,AM,Day
75224,07:52:24,"07","07","52",28344,24,AM,Day
75225,07:52:25,"07","07","52",28345,25,AM,Day
75226,07:52:26,"07","07","52",28346,26,AM,Day
75227,07:52:27,"07","07","52",28347,27,AM,Day
75228,07:52:28,"07","07","52",28348,28,AM,Day
75229,07:52:29,"07","07","52",28349,29,AM,Day
75230,07:52:30,"07","07","52",28350,30,AM,Day
75231,07:52:31,"07","07","52",28351,31,AM,Day
75232,07:52:32,"07","07","52",28352,32,AM,Day
75233,07:52:33,"07","07","52",28353,33,AM,Day
75234,07:52:34,"07","07","52",28354,34,AM,Day
75235,07:52:35,"07","07","52",28355,35,AM,Day
75236,07:52:36,"07","07","52",28356,36,AM,Day
75237,07:52:37,"07","07","52",28357,37,AM,Day
75238,07:52:38,"07","07","52",28358,38,AM,Day
75239,07:52:39,"07","07","52",28359,39,AM,Day
75240,07:52:40,"07","07","52",28360,40,AM,Day
75241,07:52:41,"07","07","52",28361,41,AM,Day
75242,07:52:42,"07","07","52",28362,42,AM,Day
75243,07:52:43,"07","07","52",28363,43,AM,Day
75244,07:52:44,"07","07","52",28364,44,AM,Day
75245,07:52:45,"07","07","52",28365,45,AM,Day
75246,07:52:46,"07","07","52",28366,46,AM,Day
75247,07:52:47,"07","07","52",28367,47,AM,Day
75248,07:52:48,"07","07","52",28368,48,AM,Day
75249,07:52:49,"07","07","52",28369,49,AM,Day
75250,07:52:50,"07","07","52",28370,50,AM,Day
75251,07:52:51,"07","07","52",28371,51,AM,Day
75252,07:52:52,"07","07","52",28372,52,AM,Day
75253,07:52:53,"07","07","52",28373,53,AM,Day
75254,07:52:54,"07","07","52",28374,54,AM,Day
75255,07:52:55,"07","07","52",28375,55,AM,Day
75256,07:52:56,"07","07","52",28376,56,AM,Day
75257,07:52:57,"07","07","52",28377,57,AM,Day
75258,07:52:58,"07","07","52",28378,58,AM,Day
75259,07:52:59,"07","07","52",28379,59,AM,Day
75300,07:53:00,"07","07","53",28380,0,AM,Day
75301,07:53:01,"07","07","53",28381,1,AM,Day
75302,07:53:02,"07","07","53",28382,2,AM,Day
75303,07:53:03,"07","07","53",28383,3,AM,Day
75304,07:53:04,"07","07","53",28384,4,AM,Day
75305,07:53:05,"07","07","53",28385,5,AM,Day
75306,07:53:06,"07","07","53",28386,6,AM,Day
75307,07:53:07,"07","07","53",28387,7,AM,Day
75308,07:53:08,"07","07","53",28388,8,AM,Day
75309,07:53:09,"07","07","53",28389,9,AM,Day
75310,07:53:10,"07","07","53",28390,10,AM,Day
75311,07:53:11,"07","07","53",28391,11,AM,Day
75312,07:53:12,"07","07","53",28392,12,AM,Day
75313,07:53:13,"07","07","53",28393,13,AM,Day
75314,07:53:14,"07","07","53",28394,14,AM,Day
75315,07:53:15,"07","07","53",28395,15,AM,Day
75316,07:53:16,"07","07","53",28396,16,AM,Day
75317,07:53:17,"07","07","53",28397,17,AM,Day
75318,07:53:18,"07","07","53",28398,18,AM,Day
75319,07:53:19,"07","07","53",28399,19,AM,Day
75320,07:53:20,"07","07","53",28400,20,AM,Day
75321,07:53:21,"07","07","53",28401,21,AM,Day
75322,07:53:22,"07","07","53",28402,22,AM,Day
75323,07:53:23,"07","07","53",28403,23,AM,Day
75324,07:53:24,"07","07","53",28404,24,AM,Day
75325,07:53:25,"07","07","53",28405,25,AM,Day
75326,07:53:26,"07","07","53",28406,26,AM,Day
75327,07:53:27,"07","07","53",28407,27,AM,Day
75328,07:53:28,"07","07","53",28408,28,AM,Day
75329,07:53:29,"07","07","53",28409,29,AM,Day
75330,07:53:30,"07","07","53",28410,30,AM,Day
75331,07:53:31,"07","07","53",28411,31,AM,Day
75332,07:53:32,"07","07","53",28412,32,AM,Day
75333,07:53:33,"07","07","53",28413,33,AM,Day
75334,07:53:34,"07","07","53",28414,34,AM,Day
75335,07:53:35,"07","07","53",28415,35,AM,Day
75336,07:53:36,"07","07","53",28416,36,AM,Day
75337,07:53:37,"07","07","53",28417,37,AM,Day
75338,07:53:38,"07","07","53",28418,38,AM,Day
75339,07:53:39,"07","07","53",28419,39,AM,Day
75340,07:53:40,"07","07","53",28420,40,AM,Day
75341,07:53:41,"07","07","53",28421,41,AM,Day
75342,07:53:42,"07","07","53",28422,42,AM,Day
75343,07:53:43,"07","07","53",28423,43,AM,Day
75344,07:53:44,"07","07","53",28424,44,AM,Day
75345,07:53:45,"07","07","53",28425,45,AM,Day
75346,07:53:46,"07","07","53",28426,46,AM,Day
75347,07:53:47,"07","07","53",28427,47,AM,Day
75348,07:53:48,"07","07","53",28428,48,AM,Day
75349,07:53:49,"07","07","53",28429,49,AM,Day
75350,07:53:50,"07","07","53",28430,50,AM,Day
75351,07:53:51,"07","07","53",28431,51,AM,Day
75352,07:53:52,"07","07","53",28432,52,AM,Day
75353,07:53:53,"07","07","53",28433,53,AM,Day
75354,07:53:54,"07","07","53",28434,54,AM,Day
75355,07:53:55,"07","07","53",28435,55,AM,Day
75356,07:53:56,"07","07","53",28436,56,AM,Day
75357,07:53:57,"07","07","53",28437,57,AM,Day
75358,07:53:58,"07","07","53",28438,58,AM,Day
75359,07:53:59,"07","07","53",28439,59,AM,Day
75400,07:54:00,"07","07","54",28440,0,AM,Day
75401,07:54:01,"07","07","54",28441,1,AM,Day
75402,07:54:02,"07","07","54",28442,2,AM,Day
75403,07:54:03,"07","07","54",28443,3,AM,Day
75404,07:54:04,"07","07","54",28444,4,AM,Day
75405,07:54:05,"07","07","54",28445,5,AM,Day
75406,07:54:06,"07","07","54",28446,6,AM,Day
75407,07:54:07,"07","07","54",28447,7,AM,Day
75408,07:54:08,"07","07","54",28448,8,AM,Day
75409,07:54:09,"07","07","54",28449,9,AM,Day
75410,07:54:10,"07","07","54",28450,10,AM,Day
75411,07:54:11,"07","07","54",28451,11,AM,Day
75412,07:54:12,"07","07","54",28452,12,AM,Day
75413,07:54:13,"07","07","54",28453,13,AM,Day
75414,07:54:14,"07","07","54",28454,14,AM,Day
75415,07:54:15,"07","07","54",28455,15,AM,Day
75416,07:54:16,"07","07","54",28456,16,AM,Day
75417,07:54:17,"07","07","54",28457,17,AM,Day
75418,07:54:18,"07","07","54",28458,18,AM,Day
75419,07:54:19,"07","07","54",28459,19,AM,Day
75420,07:54:20,"07","07","54",28460,20,AM,Day
75421,07:54:21,"07","07","54",28461,21,AM,Day
75422,07:54:22,"07","07","54",28462,22,AM,Day
75423,07:54:23,"07","07","54",28463,23,AM,Day
75424,07:54:24,"07","07","54",28464,24,AM,Day
75425,07:54:25,"07","07","54",28465,25,AM,Day
75426,07:54:26,"07","07","54",28466,26,AM,Day
75427,07:54:27,"07","07","54",28467,27,AM,Day
75428,07:54:28,"07","07","54",28468,28,AM,Day
75429,07:54:29,"07","07","54",28469,29,AM,Day
75430,07:54:30,"07","07","54",28470,30,AM,Day
75431,07:54:31,"07","07","54",28471,31,AM,Day
75432,07:54:32,"07","07","54",28472,32,AM,Day
75433,07:54:33,"07","07","54",28473,33,AM,Day
75434,07:54:34,"07","07","54",28474,34,AM,Day
75435,07:54:35,"07","07","54",28475,35,AM,Day
75436,07:54:36,"07","07","54",28476,36,AM,Day
75437,07:54:37,"07","07","54",28477,37,AM,Day
75438,07:54:38,"07","07","54",28478,38,AM,Day
75439,07:54:39,"07","07","54",28479,39,AM,Day
75440,07:54:40,"07","07","54",28480,40,AM,Day
75441,07:54:41,"07","07","54",28481,41,AM,Day
75442,07:54:42,"07","07","54",28482,42,AM,Day
75443,07:54:43,"07","07","54",28483,43,AM,Day
75444,07:54:44,"07","07","54",28484,44,AM,Day
75445,07:54:45,"07","07","54",28485,45,AM,Day
75446,07:54:46,"07","07","54",28486,46,AM,Day
75447,07:54:47,"07","07","54",28487,47,AM,Day
75448,07:54:48,"07","07","54",28488,48,AM,Day
75449,07:54:49,"07","07","54",28489,49,AM,Day
75450,07:54:50,"07","07","54",28490,50,AM,Day
75451,07:54:51,"07","07","54",28491,51,AM,Day
75452,07:54:52,"07","07","54",28492,52,AM,Day
75453,07:54:53,"07","07","54",28493,53,AM,Day
75454,07:54:54,"07","07","54",28494,54,AM,Day
75455,07:54:55,"07","07","54",28495,55,AM,Day
75456,07:54:56,"07","07","54",28496,56,AM,Day
75457,07:54:57,"07","07","54",28497,57,AM,Day
75458,07:54:58,"07","07","54",28498,58,AM,Day
75459,07:54:59,"07","07","54",28499,59,AM,Day
75500,07:55:00,"07","07","55",28500,0,AM,Day
75501,07:55:01,"07","07","55",28501,1,AM,Day
75502,07:55:02,"07","07","55",28502,2,AM,Day
75503,07:55:03,"07","07","55",28503,3,AM,Day
75504,07:55:04,"07","07","55",28504,4,AM,Day
75505,07:55:05,"07","07","55",28505,5,AM,Day
75506,07:55:06,"07","07","55",28506,6,AM,Day
75507,07:55:07,"07","07","55",28507,7,AM,Day
75508,07:55:08,"07","07","55",28508,8,AM,Day
75509,07:55:09,"07","07","55",28509,9,AM,Day
75510,07:55:10,"07","07","55",28510,10,AM,Day
75511,07:55:11,"07","07","55",28511,11,AM,Day
75512,07:55:12,"07","07","55",28512,12,AM,Day
75513,07:55:13,"07","07","55",28513,13,AM,Day
75514,07:55:14,"07","07","55",28514,14,AM,Day
75515,07:55:15,"07","07","55",28515,15,AM,Day
75516,07:55:16,"07","07","55",28516,16,AM,Day
75517,07:55:17,"07","07","55",28517,17,AM,Day
75518,07:55:18,"07","07","55",28518,18,AM,Day
75519,07:55:19,"07","07","55",28519,19,AM,Day
75520,07:55:20,"07","07","55",28520,20,AM,Day
75521,07:55:21,"07","07","55",28521,21,AM,Day
75522,07:55:22,"07","07","55",28522,22,AM,Day
75523,07:55:23,"07","07","55",28523,23,AM,Day
75524,07:55:24,"07","07","55",28524,24,AM,Day
75525,07:55:25,"07","07","55",28525,25,AM,Day
75526,07:55:26,"07","07","55",28526,26,AM,Day
75527,07:55:27,"07","07","55",28527,27,AM,Day
75528,07:55:28,"07","07","55",28528,28,AM,Day
75529,07:55:29,"07","07","55",28529,29,AM,Day
75530,07:55:30,"07","07","55",28530,30,AM,Day
75531,07:55:31,"07","07","55",28531,31,AM,Day
75532,07:55:32,"07","07","55",28532,32,AM,Day
75533,07:55:33,"07","07","55",28533,33,AM,Day
75534,07:55:34,"07","07","55",28534,34,AM,Day
75535,07:55:35,"07","07","55",28535,35,AM,Day
75536,07:55:36,"07","07","55",28536,36,AM,Day
75537,07:55:37,"07","07","55",28537,37,AM,Day
75538,07:55:38,"07","07","55",28538,38,AM,Day
75539,07:55:39,"07","07","55",28539,39,AM,Day
75540,07:55:40,"07","07","55",28540,40,AM,Day
75541,07:55:41,"07","07","55",28541,41,AM,Day
75542,07:55:42,"07","07","55",28542,42,AM,Day
75543,07:55:43,"07","07","55",28543,43,AM,Day
75544,07:55:44,"07","07","55",28544,44,AM,Day
75545,07:55:45,"07","07","55",28545,45,AM,Day
75546,07:55:46,"07","07","55",28546,46,AM,Day
75547,07:55:47,"07","07","55",28547,47,AM,Day
75548,07:55:48,"07","07","55",28548,48,AM,Day
75549,07:55:49,"07","07","55",28549,49,AM,Day
75550,07:55:50,"07","07","55",28550,50,AM,Day
75551,07:55:51,"07","07","55",28551,51,AM,Day
75552,07:55:52,"07","07","55",28552,52,AM,Day
75553,07:55:53,"07","07","55",28553,53,AM,Day
75554,07:55:54,"07","07","55",28554,54,AM,Day
75555,07:55:55,"07","07","55",28555,55,AM,Day
75556,07:55:56,"07","07","55",28556,56,AM,Day
75557,07:55:57,"07","07","55",28557,57,AM,Day
75558,07:55:58,"07","07","55",28558,58,AM,Day
75559,07:55:59,"07","07","55",28559,59,AM,Day
75600,07:56:00,"07","07","56",28560,0,AM,Day
75601,07:56:01,"07","07","56",28561,1,AM,Day
75602,07:56:02,"07","07","56",28562,2,AM,Day
75603,07:56:03,"07","07","56",28563,3,AM,Day
75604,07:56:04,"07","07","56",28564,4,AM,Day
75605,07:56:05,"07","07","56",28565,5,AM,Day
75606,07:56:06,"07","07","56",28566,6,AM,Day
75607,07:56:07,"07","07","56",28567,7,AM,Day
75608,07:56:08,"07","07","56",28568,8,AM,Day
75609,07:56:09,"07","07","56",28569,9,AM,Day
75610,07:56:10,"07","07","56",28570,10,AM,Day
75611,07:56:11,"07","07","56",28571,11,AM,Day
75612,07:56:12,"07","07","56",28572,12,AM,Day
75613,07:56:13,"07","07","56",28573,13,AM,Day
75614,07:56:14,"07","07","56",28574,14,AM,Day
75615,07:56:15,"07","07","56",28575,15,AM,Day
75616,07:56:16,"07","07","56",28576,16,AM,Day
75617,07:56:17,"07","07","56",28577,17,AM,Day
75618,07:56:18,"07","07","56",28578,18,AM,Day
75619,07:56:19,"07","07","56",28579,19,AM,Day
75620,07:56:20,"07","07","56",28580,20,AM,Day
75621,07:56:21,"07","07","56",28581,21,AM,Day
75622,07:56:22,"07","07","56",28582,22,AM,Day
75623,07:56:23,"07","07","56",28583,23,AM,Day
75624,07:56:24,"07","07","56",28584,24,AM,Day
75625,07:56:25,"07","07","56",28585,25,AM,Day
75626,07:56:26,"07","07","56",28586,26,AM,Day
75627,07:56:27,"07","07","56",28587,27,AM,Day
75628,07:56:28,"07","07","56",28588,28,AM,Day
75629,07:56:29,"07","07","56",28589,29,AM,Day
75630,07:56:30,"07","07","56",28590,30,AM,Day
75631,07:56:31,"07","07","56",28591,31,AM,Day
75632,07:56:32,"07","07","56",28592,32,AM,Day
75633,07:56:33,"07","07","56",28593,33,AM,Day
75634,07:56:34,"07","07","56",28594,34,AM,Day
75635,07:56:35,"07","07","56",28595,35,AM,Day
75636,07:56:36,"07","07","56",28596,36,AM,Day
75637,07:56:37,"07","07","56",28597,37,AM,Day
75638,07:56:38,"07","07","56",28598,38,AM,Day
75639,07:56:39,"07","07","56",28599,39,AM,Day
75640,07:56:40,"07","07","56",28600,40,AM,Day
75641,07:56:41,"07","07","56",28601,41,AM,Day
75642,07:56:42,"07","07","56",28602,42,AM,Day
75643,07:56:43,"07","07","56",28603,43,AM,Day
75644,07:56:44,"07","07","56",28604,44,AM,Day
75645,07:56:45,"07","07","56",28605,45,AM,Day
75646,07:56:46,"07","07","56",28606,46,AM,Day
75647,07:56:47,"07","07","56",28607,47,AM,Day
75648,07:56:48,"07","07","56",28608,48,AM,Day
75649,07:56:49,"07","07","56",28609,49,AM,Day
75650,07:56:50,"07","07","56",28610,50,AM,Day
75651,07:56:51,"07","07","56",28611,51,AM,Day
75652,07:56:52,"07","07","56",28612,52,AM,Day
75653,07:56:53,"07","07","56",28613,53,AM,Day
75654,07:56:54,"07","07","56",28614,54,AM,Day
75655,07:56:55,"07","07","56",28615,55,AM,Day
75656,07:56:56,"07","07","56",28616,56,AM,Day
75657,07:56:57,"07","07","56",28617,57,AM,Day
75658,07:56:58,"07","07","56",28618,58,AM,Day
75659,07:56:59,"07","07","56",28619,59,AM,Day
75700,07:57:00,"07","07","57",28620,0,AM,Day
75701,07:57:01,"07","07","57",28621,1,AM,Day
75702,07:57:02,"07","07","57",28622,2,AM,Day
75703,07:57:03,"07","07","57",28623,3,AM,Day
75704,07:57:04,"07","07","57",28624,4,AM,Day
75705,07:57:05,"07","07","57",28625,5,AM,Day
75706,07:57:06,"07","07","57",28626,6,AM,Day
75707,07:57:07,"07","07","57",28627,7,AM,Day
75708,07:57:08,"07","07","57",28628,8,AM,Day
75709,07:57:09,"07","07","57",28629,9,AM,Day
75710,07:57:10,"07","07","57",28630,10,AM,Day
75711,07:57:11,"07","07","57",28631,11,AM,Day
75712,07:57:12,"07","07","57",28632,12,AM,Day
75713,07:57:13,"07","07","57",28633,13,AM,Day
75714,07:57:14,"07","07","57",28634,14,AM,Day
75715,07:57:15,"07","07","57",28635,15,AM,Day
75716,07:57:16,"07","07","57",28636,16,AM,Day
75717,07:57:17,"07","07","57",28637,17,AM,Day
75718,07:57:18,"07","07","57",28638,18,AM,Day
75719,07:57:19,"07","07","57",28639,19,AM,Day
75720,07:57:20,"07","07","57",28640,20,AM,Day
75721,07:57:21,"07","07","57",28641,21,AM,Day
75722,07:57:22,"07","07","57",28642,22,AM,Day
75723,07:57:23,"07","07","57",28643,23,AM,Day
75724,07:57:24,"07","07","57",28644,24,AM,Day
75725,07:57:25,"07","07","57",28645,25,AM,Day
75726,07:57:26,"07","07","57",28646,26,AM,Day
75727,07:57:27,"07","07","57",28647,27,AM,Day
75728,07:57:28,"07","07","57",28648,28,AM,Day
75729,07:57:29,"07","07","57",28649,29,AM,Day
75730,07:57:30,"07","07","57",28650,30,AM,Day
75731,07:57:31,"07","07","57",28651,31,AM,Day
75732,07:57:32,"07","07","57",28652,32,AM,Day
75733,07:57:33,"07","07","57",28653,33,AM,Day
75734,07:57:34,"07","07","57",28654,34,AM,Day
75735,07:57:35,"07","07","57",28655,35,AM,Day
75736,07:57:36,"07","07","57",28656,36,AM,Day
75737,07:57:37,"07","07","57",28657,37,AM,Day
75738,07:57:38,"07","07","57",28658,38,AM,Day
75739,07:57:39,"07","07","57",28659,39,AM,Day
75740,07:57:40,"07","07","57",28660,40,AM,Day
75741,07:57:41,"07","07","57",28661,41,AM,Day
75742,07:57:42,"07","07","57",28662,42,AM,Day
75743,07:57:43,"07","07","57",28663,43,AM,Day
75744,07:57:44,"07","07","57",28664,44,AM,Day
75745,07:57:45,"07","07","57",28665,45,AM,Day
75746,07:57:46,"07","07","57",28666,46,AM,Day
75747,07:57:47,"07","07","57",28667,47,AM,Day
75748,07:57:48,"07","07","57",28668,48,AM,Day
75749,07:57:49,"07","07","57",28669,49,AM,Day
75750,07:57:50,"07","07","57",28670,50,AM,Day
75751,07:57:51,"07","07","57",28671,51,AM,Day
75752,07:57:52,"07","07","57",28672,52,AM,Day
75753,07:57:53,"07","07","57",28673,53,AM,Day
75754,07:57:54,"07","07","57",28674,54,AM,Day
75755,07:57:55,"07","07","57",28675,55,AM,Day
75756,07:57:56,"07","07","57",28676,56,AM,Day
75757,07:57:57,"07","07","57",28677,57,AM,Day
75758,07:57:58,"07","07","57",28678,58,AM,Day
75759,07:57:59,"07","07","57",28679,59,AM,Day
75800,07:58:00,"07","07","58",28680,0,AM,Day
75801,07:58:01,"07","07","58",28681,1,AM,Day
75802,07:58:02,"07","07","58",28682,2,AM,Day
75803,07:58:03,"07","07","58",28683,3,AM,Day
75804,07:58:04,"07","07","58",28684,4,AM,Day
75805,07:58:05,"07","07","58",28685,5,AM,Day
75806,07:58:06,"07","07","58",28686,6,AM,Day
75807,07:58:07,"07","07","58",28687,7,AM,Day
75808,07:58:08,"07","07","58",28688,8,AM,Day
75809,07:58:09,"07","07","58",28689,9,AM,Day
75810,07:58:10,"07","07","58",28690,10,AM,Day
75811,07:58:11,"07","07","58",28691,11,AM,Day
75812,07:58:12,"07","07","58",28692,12,AM,Day
75813,07:58:13,"07","07","58",28693,13,AM,Day
75814,07:58:14,"07","07","58",28694,14,AM,Day
75815,07:58:15,"07","07","58",28695,15,AM,Day
75816,07:58:16,"07","07","58",28696,16,AM,Day
75817,07:58:17,"07","07","58",28697,17,AM,Day
75818,07:58:18,"07","07","58",28698,18,AM,Day
75819,07:58:19,"07","07","58",28699,19,AM,Day
75820,07:58:20,"07","07","58",28700,20,AM,Day
75821,07:58:21,"07","07","58",28701,21,AM,Day
75822,07:58:22,"07","07","58",28702,22,AM,Day
75823,07:58:23,"07","07","58",28703,23,AM,Day
75824,07:58:24,"07","07","58",28704,24,AM,Day
75825,07:58:25,"07","07","58",28705,25,AM,Day
75826,07:58:26,"07","07","58",28706,26,AM,Day
75827,07:58:27,"07","07","58",28707,27,AM,Day
75828,07:58:28,"07","07","58",28708,28,AM,Day
75829,07:58:29,"07","07","58",28709,29,AM,Day
75830,07:58:30,"07","07","58",28710,30,AM,Day
75831,07:58:31,"07","07","58",28711,31,AM,Day
75832,07:58:32,"07","07","58",28712,32,AM,Day
75833,07:58:33,"07","07","58",28713,33,AM,Day
75834,07:58:34,"07","07","58",28714,34,AM,Day
75835,07:58:35,"07","07","58",28715,35,AM,Day
75836,07:58:36,"07","07","58",28716,36,AM,Day
75837,07:58:37,"07","07","58",28717,37,AM,Day
75838,07:58:38,"07","07","58",28718,38,AM,Day
75839,07:58:39,"07","07","58",28719,39,AM,Day
75840,07:58:40,"07","07","58",28720,40,AM,Day
75841,07:58:41,"07","07","58",28721,41,AM,Day
75842,07:58:42,"07","07","58",28722,42,AM,Day
75843,07:58:43,"07","07","58",28723,43,AM,Day
75844,07:58:44,"07","07","58",28724,44,AM,Day
75845,07:58:45,"07","07","58",28725,45,AM,Day
75846,07:58:46,"07","07","58",28726,46,AM,Day
75847,07:58:47,"07","07","58",28727,47,AM,Day
75848,07:58:48,"07","07","58",28728,48,AM,Day
75849,07:58:49,"07","07","58",28729,49,AM,Day
75850,07:58:50,"07","07","58",28730,50,AM,Day
75851,07:58:51,"07","07","58",28731,51,AM,Day
75852,07:58:52,"07","07","58",28732,52,AM,Day
75853,07:58:53,"07","07","58",28733,53,AM,Day
75854,07:58:54,"07","07","58",28734,54,AM,Day
75855,07:58:55,"07","07","58",28735,55,AM,Day
75856,07:58:56,"07","07","58",28736,56,AM,Day
75857,07:58:57,"07","07","58",28737,57,AM,Day
75858,07:58:58,"07","07","58",28738,58,AM,Day
75859,07:58:59,"07","07","58",28739,59,AM,Day
75900,07:59:00,"07","07","59",28740,0,AM,Day
75901,07:59:01,"07","07","59",28741,1,AM,Day
75902,07:59:02,"07","07","59",28742,2,AM,Day
75903,07:59:03,"07","07","59",28743,3,AM,Day
75904,07:59:04,"07","07","59",28744,4,AM,Day
75905,07:59:05,"07","07","59",28745,5,AM,Day
75906,07:59:06,"07","07","59",28746,6,AM,Day
75907,07:59:07,"07","07","59",28747,7,AM,Day
75908,07:59:08,"07","07","59",28748,8,AM,Day
75909,07:59:09,"07","07","59",28749,9,AM,Day
75910,07:59:10,"07","07","59",28750,10,AM,Day
75911,07:59:11,"07","07","59",28751,11,AM,Day
75912,07:59:12,"07","07","59",28752,12,AM,Day
75913,07:59:13,"07","07","59",28753,13,AM,Day
75914,07:59:14,"07","07","59",28754,14,AM,Day
75915,07:59:15,"07","07","59",28755,15,AM,Day
75916,07:59:16,"07","07","59",28756,16,AM,Day
75917,07:59:17,"07","07","59",28757,17,AM,Day
75918,07:59:18,"07","07","59",28758,18,AM,Day
75919,07:59:19,"07","07","59",28759,19,AM,Day
75920,07:59:20,"07","07","59",28760,20,AM,Day
75921,07:59:21,"07","07","59",28761,21,AM,Day
75922,07:59:22,"07","07","59",28762,22,AM,Day
75923,07:59:23,"07","07","59",28763,23,AM,Day
75924,07:59:24,"07","07","59",28764,24,AM,Day
75925,07:59:25,"07","07","59",28765,25,AM,Day
75926,07:59:26,"07","07","59",28766,26,AM,Day
75927,07:59:27,"07","07","59",28767,27,AM,Day
75928,07:59:28,"07","07","59",28768,28,AM,Day
75929,07:59:29,"07","07","59",28769,29,AM,Day
75930,07:59:30,"07","07","59",28770,30,AM,Day
75931,07:59:31,"07","07","59",28771,31,AM,Day
75932,07:59:32,"07","07","59",28772,32,AM,Day
75933,07:59:33,"07","07","59",28773,33,AM,Day
75934,07:59:34,"07","07","59",28774,34,AM,Day
75935,07:59:35,"07","07","59",28775,35,AM,Day
75936,07:59:36,"07","07","59",28776,36,AM,Day
75937,07:59:37,"07","07","59",28777,37,AM,Day
75938,07:59:38,"07","07","59",28778,38,AM,Day
75939,07:59:39,"07","07","59",28779,39,AM,Day
75940,07:59:40,"07","07","59",28780,40,AM,Day
75941,07:59:41,"07","07","59",28781,41,AM,Day
75942,07:59:42,"07","07","59",28782,42,AM,Day
